,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Name,Energy Cost,Source,Type,Subtype,Speed,Offense,Defense,RulesText,FlavorText,image,CommentsTags,Comments,RelatedCards,TagsReal,Formats,Set
Wayward Guardian,2,zz,Unit,,-2,3,3,"Forget 5
∞<speed> Arrive<reality>: Discard your hand and channeled cards to draw 4 cards.",,y,#discard<hand>1 #memory2,,,,,
\empty one,5,z,Unit,,0,4,3,"Overwhelm
<any> | ~ Costs 2<energy> less for each card you discarded<hand><channel> this round.",,n,#discard<hand>2,,,,,
Arena Daredevil,1,z,Unit,,0,1,2,"Formation
∞<speed> Whenever you discard<hand><channel> a card: Give ~ +1<offense> +1<defense> this round.",,y,#discard<hand>2,,,,,
\Recast looting,2,z,Spell,,2,,3,"Breakpoint
Draw 2 cards, then discard<hand> a card.
Recast | 1<energy>1<zelor>",,n,#discard<hand>1,,,,,
\Forget rummage,1,zz,Spell,,-2,,4,"Forget 4
Additional cost: Discard<hand> 2 cards.
Draw 4 cards.",,n,#discard<hand>1,,,,,
\[rummaging card],1,zz,Spell,,-1,,3,Discard<hand> up to 2 cards to draw that many cards +1.,,n,#discard<hand>1,,,,,
\summon 2 or less,1,zz,Spell,,-3,,3,Summon target<memory> nonspell with base cost 2 or less.,,n,#memory2,,,,,
Self destructing message.,1,zz,Item,,-2,,6,"∞<speed> Arrive<reality>: Draw 2 cards. 
∞<speed> Round start: Discard<hand> 2 cards and discard<reality> ~.",,y,#discard<hand>1,,,,,
New Recruit,1,zz,Spell,,1,,2,Create<reality> a Knight of Redemption and a Supply Cache.,,y,,,,,,
\Heartfire Immolator,2,zz,Unit,,-1,2,2,"∞<speed> Whenever you resolve a nonunit: Give ~ +1<offense> +1<defense> this round.
1<energy>: ~ strikes target<reality> unit, then discard<reality> ~.",,n,#Spells2,,,,,
\mass prowess dude,3,zz,Unit,,-1,2,2,∞<speed> Whenever you resolve a nonunit: Give allied<reality> units +1<offense> +1<defense> this round.,,n,#Spells2,,,,,
\Basic Prowess 1 drop,1,z,Unit,,0,1,2,"Formation
∞<speed> Whenever you resolve a nonunit: Give ~ +1<offense> +1<defense> this round.",,n,#Spells2,,,,,
Scrapmaster,2,zz,Unit,,-1,2,1,∞<speed> Attack: Summon target<memory> item with base cost 2 or less.,,y,#items2,,,,,
Scrap Attack,1,zz,Spell,,2,,3,"Deal 2 damage to target<reality> unit.
Augment | [1<energy>1<zelor>, Discard<reality> an item -- Deal 4 damage instead.",,y,#items #burn #int,,,,,
Fatal Error,2,zz,Spell,,2,,4,Destroy target<reality> item to deal 5 damage to each player who did not control that item.,,y,#items #burn #int,"this is worded weirdly, but even if i change it i still want the ability to kill an enemy Item and take 5",,,,
\cached cards to damage,2,zz,Item,,0,,3,"Arrive<reality>: Cache the top card of your deck.
Round end: Discard all your currently cached cards to deal that much damage to target<reality> card or player.",,n,#cache2 #engine,,,,,
\clueless,1,zz,Spell,,-2,,3,Create<reality> 2 Supply Caches.,,n,#cache #items1,,,,,
\cache your hand,3,zzz,Spell,,-1,,4,"Cache your hand to draw half that many cards, rounded down.",,n,#cache #draw,,,,,
\cache 2 Spells from memory,2,zz,Spell,,0,,3,Cache up to two target<memory> allied spells.,,n,#cache1 #memory2,,,,,
\will,3,zzz,Spell,,-3,,4,"Cache all allied<memory> cards.
They gain forget 1 while cached.",,n,#cache,,,,,
\Draw + clue,1,zzz,Spell,,-2,,2,"Draw 1.
Create<reality> a Supply Cache.",,n,#cache #items1,,,,,
\cache cost reducer,4,zz,Item,,-2,,3,"Arrive<reality>: Inspect 3. You may cache an inspected card. Reset
Your cached cards cost 1<energy> less.",,n,#cache2,,,,,
Stash Away,1,z,Spell,,1,,3,"Cache target allied<board><dream> card. It gains ""Augment | 1<energy>"" while cached.
Draw 1.",,y,#cache1,,,,,
High Voltage,1,zz,Spell,,2,,3,Deal damage equal to the number of other allied cards resolved this round to target<board> card.,,y,#int #multicards #burn,,,,,
\4 to permanent,2,zz,Spell,,-2,,3,Deal 4 damage to target<reality> card.,,n,#int #burn1,,,,,
\the file,3,z,Spell,,-3,,4,"Deal 1 damage to each<reality> unit. If any die, repeat this.",,n,#int #sweeper #burn,,,,,
\<X> damage,2,z,Unit,,-1,2,2,"Choose <X> | A card type
∞<speed> Whenever you resolve a <X>: Deal 1 damage to each opponent.",,n,#int #burn,,,,,
\3 clasm,3,z,Spell,,0,,4,Deal 3 damage to each<reality> card and player.,,n,#int #sweeper #burn,,,,,
\Double Punch,1,z,Spell,,2,,2,"Deal 1 damage to target<reality> card or player.
Recast | 1<energy>",,n,#int #burn1,,,,,
\shock cache,1,zz,Spell,,-3,,3,"Deal 2 damage to target<board> card.
If it dies this way, create<reality> a Supply Cache.",,n,#int #burn #cache1,,,,,
Set Ablaze,1,z,Spell,,-3,,3,Deal 3 damage to target<reality> unit.,,y,#int #burn1,,,,,
Fireball,1,zz,Spell,,2,,3,Deal 2 damage to target<reality> card or player.,,y,#int #burn1,,,,,
Insult to Injury,1,z,Spell,,3,,4,Deal 6 damage to target<board> card that was dealt damage this round.,,y,#removal #burn #burn2,,,,,
\2 to all units,2,zz,Spell,,-3,,3,Deal 2 damage to all<reality> units,,n,#int #burn #sweeper,,,,,
\barrage,3,z,Spell,,-2,,4,Deal 4 damage to target<reality> unit and 1 damage to each other<reality> enemy unit.,,n,#int #burn1,,,,,
Disintegrate,1,zz,Spell,,3,,3,"Next time target<board> card is dealt damage this round, destroy it. 
Recast | 1<energy>",,y,#int #burn2,,,,,
\ping dude,2,z,Unit,,-1,2,1,Arrive<reality> or Depart<reality>: Deal 1 damage to any target.,,n,#int #burn,,,,,
\Needle,1,zz,Spell,,-2,,2,"Deal 1 damage to target<board> card or player.
Draw 1.",,n,#int #burn1,,,,,
\Forget burn spell,1,zz,Spell,,2,,3,"Forget 3
Deal 3 damage to target<board> card or player.",,n,#burn #int,,,,,
\Flip unit + ping,2,zz,Spell,,3,,3,"Choose one or both: 
- Flip or unflip target<board> unit.
- Deal 1 damage to target<board> unit or player.",,n,,,,,,
The Shifting Library,2,z,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
Skill∞<speed> | Flip ~, discard<hand> 1: Draw 1.",,y,,,,,,
Fiery Crater,3,z,Claim,,-3,,4,"Energize 1
Arrive<reality>: Deal 2 damage to target<board> card or player.",,y,,,,,,
Bone-dry Badlands,2,z,Claim,,1,,4,"Energize 1
Arrive<reality>: Draw 2 cards, then discard<hand> 2 cards.",,y,,,,,,
Frontier Post,2,z,Claim,,1,,4,Arrive<reality>: Create<reality> 2 Supply Cache.,,n,,,,,,
\dragon deals 2,4,zz,Unit,,-1,4,4,"Flying. 
Arrive<reality>: You may flip target<reality> unit and deal 2 damage to it.",,n,#int #burn,,,,,
\cache from hand unit,2,z,Unit,,2,3,2,"Formation
∞<speed> Arrive<reality>: You may cache a card from your hand.",,n,,,,,,
\Lightning item,3,zz,Item,,-2,,3,"Bloodlust
Arrive<reality>: Deal 3 damage to target<board> card or player.",,n,#burn,,,,,
Sorcerer's Tower,3,z,Claim,,-3,,4,"Energize 1
Arrive<reality>: Summon to dream a spell with base cost 2 or less from your hand.",,y,,,,,,
Supply Runner,1,z,Unit,,0,0,3,"Formation
Attack: Create<board> a Supply Cache.",,y,,,,,,
Seasonal Festeval,4,zzz,Spell,,-2,,6,Recall any number of target<memory> cards with different base costs.,,y,,,,,,
Improvised Armaments,1,zz,Spell,,1,,4,Give target<reality><dream> unit +2<offense> +2<defense> this round for each allied<reality> item.,,y,,,,,,
\,1,z,Unit Spell,,0,2,1,"Flying
∞<speed> Player strike: Recall ~.
Spellform-2<speed> | 1<energy>2<zelor> -- Play ~ only if you dealt damage with a ~ card this round. Deal 3 damage to target<board> card or player.",,n,,,,,,
\,6,zz,Item,Relic,-3,,5,"∞<speed> Arrive<reality>: Summon up to one target<dream> unit, item, spell, and/or claim.",,n,,,,,,
\Go Fish,1,zz,Spell,,-3,,2,"Choose <X> | A card name.
Target player reveals their hand and discards<hand> all <X> cards in it and their channel zone.
Recast | Discard<hand> 1 card.",,n,,,,,,
\,3,zz,Unit,,0,3,2,∞<speed> Whenever an allied<board> card flips: Deal 1 damage to each opponent.,,n,,,,,,
Spell Academy,4,zz,Claim,,1,,4,∞<speed> Arrive<board> and Round Start: +1<energy> for each allied<memory> spell up to 3.,,y,,,,,,
\Goblin Artifact,2,zz,Item,Artifact,0,,3,∞<speed> Round End: Deal 1 damage to opponents for each allied<board> item.,,n,,,,,,
Dreamscape,3,z,Claim,Dream,1,,4,"Energize 2
3<speed> Spellform | 1<energy>1<zelor> -- Breakpoint. Draw 1.",,y,,,,,,
\something Dreamscape,3,z,Claim,Dream,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.
0<speed> Spellform | 4<zelor> -- Draw 1.",,n,,,,,,
Spell Disaster,1,zzz,Spell,,-3,,3,"Additional Cost | Discard<reality> a card.
Forget 4
+4<energy>
You may only play up to 3 more cards this round.","""The numbers don't lie, and they spell disaster for you!""",y,,,,,,
\Augur,2,z,Unit,,-1,3,2,"First strike
∞<speed> Arrive<reality>: Inspect 6. You may Cache an inspected Spell. Reset.",,n,#selection #cache #spell3,,,,,
\<spell> Inspect for item,1,zz,Spell,,-1,,3,"Inspect 6 
You may draw an inspected item.
Reset",,n,,,,,,
\,2,zz,Unit,,0,0,0,"Formation
~ has +1<offense> +1<defense> for each allied item.",,n,,,,,,
\Cache Totem,3,zz,Item,,-1,,4,"∞<speed> Arrive<reality>: Cache all cards from your hand.
Your cached cards cost 1<energy> less.",,n,,,,,,
\discard<hand> tower,3,z,Claim,,1,,5,"Energize 2
∞<speed> Arrive and Round Start: Discard<hand> 1 or discard ~ to +1<energy>.",,n,,,,,,
\Yeet,2,zz,Spell,,-2,,4,"Discard target<channel> allied card to deal damage equal to it's base cost to target<reality> card.
Draw 1.",,n,,,,,,
\,1,z,Unit,,0,1,2,∞<speed> Arrive<reality>: Create a cached Three Paths.,,n,,,,,,
\,3,zz,Unit,,,4,3,"Augment | 1<energy>1<zelor>, Discard<channel> 2 cards.",,n,,Give another ability,,,,
\,2,zz,Item,,2,,3,"Arrive<reality>: Deal 2 damage to target<board> card or player. <X> = the damage dealt.
If an allied spell or ability would deal damage, it instead deals an additional <X> damage and destroys ~. ",,n,,,,,,
\,2,z,Spell,,-3,,3,"<X> = Your Domain
Deal <X> damage to target<reality> card or player.",,n,,,,,,
\,3,z,Spell,,-2,,3,"<X> = Your Domain
Create <X> Supply Caches.",,n,,,,,,
\,1,z,Spell,,2,,2,"Breakpoint
<X> = Your Domain
+<energyX>",,n,,,,,,
Bonfire,1,zz,Spell,,0,,2,"If you've resolved another ~ this game, deal 2 damage to each enemy<reality><dream> card and opponent. Otherwise, draw 1.
Shuffle ~ into your deck.",,y,,,,,,
Reckless Pyromancer,2,zz,Unit,,-2,3,1,Arrive: Deal 2 damage to target<reality> card.,,y,,,,,,
\,1,zz,Unit,,0,1,2,"Attack: Deal 2 damage to ~'s blocker. If there is none, deal 2 damage to the defending player instead.",,n,,,,,,
\,3,zz,Unit,,0,3,3,Attack: Deal 1 damage to each blocking unit and each opponent.,,n,,,,,,
\,1,z,Unit,,1,0,6,∞<speed> Whenever ~ takes damage: Give ~ +3<offense> this round.,,n,,,,,,
\,3,zzz,Item,,0,,4,∞<speed> Round start: Draw until you have 4 cards in hand.,,n,,,,,,
Thought Extraction,1,zz,Spell,,3,,3,Look at target player's hand. Choose a card from it or their channel zone. They discard it.,,y,,,,,,
\,2,zz,Unit,,-2,2,1,"Formation
∞<speed> Arrive<reality>Look at target player's hand. Choose a card from it or their channel zone. They discard it.",,n,,,,,,
\,3,zz,Spell,,1,,3,"Choose <X> | A card type.
Recall target<memory> <X>.
Each opponent discards<reality> a <X>.",,n,,,,,,
\,4,zz,Item,,0,,4,∞<speed> Arrive: Cache the top three cards of your deck.,,n,,,,,,
\,3,zz,Spell,,-2,,5,Cache up to one target<memory> allied card of each card type.,,n,,,,,,
\,4,zzz,Item,,-3,,4,Summon to dream target<memory> spell.,,n,,,,,,
\,2,zz,Unit,,0,2,2,Round start: Cache the top card of your deck.,,n,,,,,,
\,2,zz,Spell,,3,,4,Look at target player's hand. Choose a card from it or their channel zone. Void it.,,n,,,,,,
\,2,zz,Spell,,-1,,3,"Forget 4
Target player discards<hand><channel> 2 cards.",,n,,,,,,
Tabula Rasa,3,zz,Spell,,-3,,4,Each player discards all cards from their hand.,,y,,,,,,
\,2,z,Spell,,-1,,3,"Choose One --
- Deal 1 damage to each<reality> enemy card.
- Destroy target<reality> claim with base cost 2 or less.",,n,,,,,,
\package,1,zz,Spell,,2,,3,"Target<reality><dream><memory> card is cached by it's controller. If it's enemy, it costs 2<energy> more while cached.",,n,,,,,,
\MINE!,4,zz,Spell,,3,,5,"Choose One --
- Cache target<dream> card. It costs 2<energy> less while cached.
- ",,n,,,,,,
Psychic Intrusion,2,z,Spell,,2,,3,"Choose One --
- Deal 5 damage to target blocking unit.
- Target player discards<hand><channel> 2 cards.",,y,,,,,,
\,2,z,Spell,,3,,4,"Choose One --
- Deal 1 damage to up to two target<reality> cards and/or players.
- Copy target spell or ability. You may choose new targets for the copy.",,n,,,,,,
\,3,,,,,,,"Choose One --
- Destroy target<reality> item.
- ",,n,,,,,,
\,2,z,Item,,3,,3,"Vanishing
Choose One --
- Opponents can't gain life.
- Units with <offense> 2 or less can't block.",,n,,,,,,
\Swift Claim,2,z,Claim,,0,,4,"Energize 2
Spellform 3<speed> | 1<energy>2<zelor> -- Give target unit swiftness this round. Draw 1.",,n,,,,,,
Coffee Shop,2,z,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
∞<speed> Round start: Create<reality> an Energy Flask.",,y,,,,,,
Volcanic Caves,2,z,Claim,,1,,4,"∞<speed> Arrive<reality>: Draw 1.
Skill∞<speed> | Flip ~: Deal 1 damage to target<reality> card or player.",,y,,,,,,
,,,,,,,,"Choose One --
- You may choose new targets for target <dream> card or ability.
- ",,n,,,,,,
\,2,z,Claim,,1,,5,"Energize 1, Bloodlust",,n,,,,,,
Bloodthirsty Warrior,1,z,Unit,,0,2,1,"Formation, Bloodlust",,y,,,,,,
Ancient Volcano,2,z,Claim,,-3,,3,"Energize 1
Arrive<reality>: Choose one --
- Discard ~ to destroy target<reality> claim.
- Cache the top card of your deck.",,y,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
--- Multi ---,,,,,,,,,,,,,,,,
\,3,aemoz,Unit,Octopus Nightmare,-3,5,5,"Overwhelm
Ward -- 2<energy>
∞<speed> Arrive<reality>: Inspect 10. You may cache an inspected card of each source. Reset.",,n,,,,,,
\,3,mz,Item,Law,-2,,2,"Arrive<reality>: Deal 2 damage to target<board> card or player.
\something else",,n,,,,,,
Vampire's Bite,2,az,Spell,,3,,3,"Lifesteal
Deal 3 damage to target<dream> card or player.",,y,,,,,,
\,4,ae,Item,,-3,,5,Arrive: Summon target<memory> allied unit. It strikes up to one other target<reality> unit.,,,,,,,,
,3,oz,Item,,0,,2,"∞<speed> Arrive<reality>: Draw 1, then discard<hand> 1. Create<reality> 2 Supply Caches.",,,,,,,,
\,2,mo,Item,Law,-2,,3,"Arrive<reality>: You may flip or unflip target<board> card.
Enemy spells cost 2<energy> more.
∞<speed> When an enemy spell resolves, discard<reality> ~.",,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
--- Basic Duals ---,,,,,,,,,,,,,,,,
\,3,<ae1>,Claim,Arca Eminus,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<am1>,Claim,Arca Material,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<ao1>,Claim,Arca Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<az1>,Claim,Arca Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<em1>,Claim,Eminus Material,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<eo1>,Claim,Eminus Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<ez1>,Claim,Eminus Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<mo1>,Claim,Material Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<mz1>,Claim,Material Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
\,3,<oz1>,Claim,Old World Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,,,
--- Draw 1 Duals ---,,,,,,,,,,,,,,,,
\,3,<ae1>,Claim,Arca Eminus,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><arca-eminus1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<am1>,Claim,Arca Material,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><arca-material1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<ao1>,Claim,Arca Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><arca-oldworld1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<az1>,Claim,Arca Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><arca-zelor1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<em1>,Claim,Eminus Material,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><eminus-material1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<eo1>,Claim,Eminus Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><eminus-oldworld1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<ez1>,Claim,Eminus Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><eminus-zelor1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<mo1>,Claim,Material Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><material-oldworld1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<mz1>,Claim,Material Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><material-zelor1> -- Breakpoint. Draw 1 ",,n,,,,,,
\,3,<oz1>,Claim,Old World Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><oldworld-zelor1> -- Breakpoint. Draw 1 ",,n,,,,,,
---Tech duals,,,,,,,,,,,,,,,,
\,3,<ae1>,Claim,Arca Eminus,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 2<energy><arca-eminus1> -- Destroy target<dream> ability.",,n,,,,,,
\,3,<am1>,Claim,Arca Material,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 2<energy><arca-material1> -- Deal 4 damage to target<reality> unit.",,n,,,,,,
\,3,<ao1>,Claim,Arca Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 2<energy><arca-oldworld1> --  Deal 4 damage to target<dream> item.",,n,,,,,,
\,3,<az1>,Claim,Arca Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 4<energy><arca-zelor1> -- Void target<reality> card. Delve 3.",,n,,,,,,
\,3,<em1>,Claim,Eminus Material,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 2<energy><eminus-material1> -- Deal 4 damage to target<dream> spell. ",,n,,,,,,
\,3,<eo1>,Claim,Eminus Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><eminus-oldworld1> -- Deal 4 damage to target<reality> claim.",,n,,,,,,
\,3,<ez1>,Claim,Eminus Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><eminus-zelor1> -- Void up to 2 target<memory> cards. Draw 1.",,n,,,,,,
\,3,<mo1>,Claim,Material Old World,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 4<energy><material-oldworld1> -- Void target<dream> card. Delve 3.",,n,,,,,,
\,3,<mz1>,Claim,Material Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 2<energy><material-zelor1> -- Destroy target<dream> card or ability targetting an allied<reality><dream> card.",,n,,,,,,
\,3,<oz1>,Claim,Old World Zelor,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1 and take 1 damage.
Spellform3<speed> | 1<energy><oldworld-zelor1> -- Draw 1. Gain 2 life.",,n,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
--- 3cost Choose 2 Cycle ---,,,,,,,,,,,,,,,,
Arca Eminus Directive,3,ae,Spell,Arca Eminus,3,,4,"Choose two --
- Recall target<reality> card.
- Destroy target<dream> card with base cost 1 or less.
- Target<reality> unit strikes it's controller.",,n,,,,,,
Arca Material Directive,3,am,Spell,Arca Material,3,,4,"Choose two --
- Deal 2 damage to target<dream> unit.
- Create 2 cached Three Paths.
- Give target<reality><dream> card ""Ward -- 3<energy>, 3 life"" this round.",,n,,,,,,
Arca Old World Directive,3,ao,Spell,Arca Old World,3,,4,"Choose two --
- Void target<reality><dream> card until round end.
- Each opponent discards<reality> a unit.
- Summon target<memory> allied card with base cost 2 or less.",,n,,,,,,
Arca Zelor Directive,3,az,Spell,Arca Zelor,3,,4,"Choose two --
- Target player discards<hand><channel> a card.
- Lifesteal. Deal 2 damage to player. Delve 2.
- Destroy target<dream> spell with base cost 2 or less.",,n,,,,,,
Eminus Material Directive,3,em,Spell,Eminus Material,3,,4,"Choose two --
- Prevent all damage target<dream> card would deal this round.
- Give target unit +3<offense> +3<defense> this round.
- Flip or unflip target<reality> card. Delve 2.",,n,,,,,,
Eminus Old World Directive,3,eo,Spell,Eminus Old World,3,,4,"Choose two --
- Recall target<dream> card.
- Give target<reality> unit Challenger this round.
- +3<energy>, Delve 3.",,n,,,,,,
Eminus Zelor Directive,3,ez,Spell,Eminus Zelor,3,,4,"Choose two --
- Deal 2 damage to target<reality> card or player.
- Recall target<reality><dream> unit.
- Draw 2, then discard<hand> 1.",,n,,,,,,
Material Old World Directive,3,mo,Spell,Material Old World,3,,4,"Choose two --
- Void target<reality> card with base cost 1 or less.
- Flip or unflip up to 2 target<reality> units.
- Give target unit base stats 4<offense> 4<defense> this round.",,n,,,,,,
Material Zelor Directive,3,mz,Spell,Material Zelor,3,,4,"Choose two --
- You may choose new targets for target<dream> spell or ability.
- Flip or unflip target combating unit and remove it from combat.
- Summon a claim from your hand.",,n,,,,,,
Old World Zelor Directive,3,oz,Spell,Old World Zelor,3,,4,"Choose two -- 
- Give target unit -2<offense> -2<defense>.
- Summon an item with base cost 2 or less from your hand.
- Discard<hand> up to 2 cards to draw that many +1.",,n,,,,,,
--- Choose One ---,,,,,,,,,,,,,,,,
,,ae,Spell,Arca Eminus,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,am,Spell,Arca Material,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,ao,Spell,Arca Old World,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,az,Spell,Arca Zelor,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,em,Spell,Eminus Material,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,eo,Spell,Eminus Old World,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,ez,Spell,Eminus Zelor,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,mo,Spell,Material Old World,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,mz,Spell,Material Zelor,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,oz,Spell,Old World Zelor,,,,"Choose One --
- 
- 
- ",,n,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
--- Starting Locations ---,,,,,,,,,,,,,,,,
--- Mono source,,,,,,,,,,,,,,,,
Oruva,2,a,"Starting Location, Claim",,1,,4,Energize 2,,n,,,,#starter,,
Liev,2,e,"Starting Location, Claim",,1,,4,Energize 2,,n,,,,#starter,,
Svet,2,m,"Starting Location, Claim",,1,,4,Energize 2,,n,,,,#starter,,
Myrkur,2,o,"Starting Location, Claim",,1,,4,Energize 2,,n,,,,#starter,,
Aton,2,z,"Starting Location, Claim",,1,,4,Energize 2,,n,,,,#starter,,
--- Dual source,,,,,,,,,,,,,,,,
Pax Nova,3,a/e,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,#starter,,
Skyhaven,3,a/m,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,y,,,,#starter,,
\,3,a/o,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,#starter,,
The Burning Plain,3,a/z,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,y,,,,#starter,,
Fost Féac,3,e/m,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,#starter,,
The Arbiters' Stronghold,3,e/o,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,y,,,,#starter,,
\,3,e/z,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,#starter,,
\,3,m/o,"Starting Location, Claim",,1,,6,"Energize 1
∞<speed> Arrive<reality>: Draw 1.",,n,,,,#starter,,
